comment,sentiment
刚收到货还没有穿过以后再说吧,1
物流慢衣服也没上面的好,0
京东服务真垃圾投诉没人回复生意做大了开始装b了,0
不好质量问题,0
裤子很合身穿着很舒服热天穿这条裤子很舒服而且好洗感觉真的挺好的强烈推荐大家购买哟,1
只想爆粗你妹,0
简直就是一个坑说是加绒大家看看绒在哪里,0
衣服收到了包装很好很整齐大小合适质量也不错,1
衣服质量好加绒的穿起来很暖和完全符合我的要求太给力了,0
不值那个价料不好线头多,0
码数标准可惜自已下错单了买成加绒的了,1
东西还不错的穿着舒服款式也好看价格实惠,1
质量真的很不错第二次购买了嘿嘿面料柔软微弹性穿着很舒服帅再来一套和之前的换着穿非常满意 很好,1
刚买的衣服上有个破洞闹心,0
什么烂衣服衣料像牛皮纸更可气的是衣服上都是成片的油跟商家说商家态度很恶劣不给解决该过年了买了这么件堵心的衣服真倒霉希望大家擦亮眼睛别在上当花了钱买气生缺德的商家该过年了积点德看招报应的,0
面料不错呐很柔软做工上也很精致很喜欢呐果断留下来,1
买给男朋友他觉得很舒服这很合适,1
看着还不错 还没穿过 希望质量会不错 期待,1
嗯还可以很简洁干净喜欢素色的衣服不花哨好评,1
看上去还是不错的就是裤脚太紧了,0
失败的一次购物颜色超级差,0
穿上不错就是贵了些99元更好了,1
裆偏低裤子很粘毛裤脚都不齐相当不满意,0
质量一般般感觉不值这个价,0
老公说这家裤子穿起来最舒服的以后就这里了祝店家生意兴隆物流如飞,1
老牌子每年都买不少班尼路618价格更实惠,1
垃圾正中垃圾布料差码数偏大,0
很明显不是正品穿着一点都不舒服档也很小设计有缺陷估计是小工厂生产的,0
和照片差太多了坑啊以后再也不这么买了,0
物流非常快客服也很细心裤子穿上身很显瘦质量也很好总之就是物超所值非常棒,1
第一次在京东给差评下单买两条裤子没送腰带裤子太长裤子颜色和图片不一样,0
穿着挺舒服的 还可以的 正穿着呢 希望能穿长久 服务也不错 值得购买,1
裤子像穿内衣一样紧差差差,0
质量不错的牛仔裤尺寸也非常准相信品牌,1
明明要29的为什么给我33的真是够够的,0
我要两条33码的居然搞错33 32都分不清了吗瞎几把发货,1
第二次买这个裤子了价格不贵而且穿上好看快递炒鸡块么说的五分五分,1
和照片不符合啊完全是另外一条裤子,0
好喜欢下次还会买真心好穿,1
裤子很好很舒服而且店家的服务态度超好一开始买裤子送朋友不知道该买多大码也是店家很耐心的帮忙解决好评好评好评给店家32个赞\n裤子也是超好朋友穿上感觉气质骤然变了瞬间有一种贵公子的感觉哈哈哈,1
商品挺好的是正品不是纯黑色的不过还好物有所值了,1
严重掉线质量差,0
容易起毛~~起毛后超级难看,0
班尼路/Baleno夏男装 纯棉圆领短袖t恤男 小清新韩版潮流纯色体恤 00A纯黑 XXXL物流人员配送有点慢衣服穿着舒服这款衣服已第二次购买棉的,1
穿着很舒服面料不错很喜欢,1
料子不错尺码不准太肥大当睡衣穿了,0
我已经不想说了换个码数卖家都收到货一个礼拜了却还没给我换真不知道在干嘛,0
质量不错做工精细面料也很舒服,1
这色差真大,0
穿了许久才来评价穿了一段时间也洗了好几次但是还在掉色指甲摸到会变蓝会有细细的纤维类的东西在掉另外一件没有去剪裤脚的决定直接扔掉,0
我弟弟就喜欢穿牛仔裤给他买的这个他很喜欢说穿上很舒服反正我觉得他上身效果挺好的照片看的也很青春活力顺丰快递也很给力他在东北上学这几天好像天气转凉怕他没有的换洗没想到那么快就到了,1
服务质量差,0
根本没休闲的根据一星都不想给只能说,0
服务态度不好裤子回来不能穿但也没退货太麻烦,0
短裤有色差面料还比较硬 不值这个价位,0
衣服不行不好看,0
质量不符合线头做工极差,0
物流是发给我了又退回去联系了好多次才给我补发回来来来回回就买件衣服折腾了十几天才收到之前从没有遇到过说是派件超区可我之前买的发的都是同一家快递都可以派送而且就算超区派件也没有人打电话或者发信息联系我直接就退回去了反正就是各种不顺这次购物让人感觉极其失望下次要慎重考虑在班尼路买东西了,0
还行一般般吧,0
东西不错很有弹性穿着舒服样式好看物流很快不错物美价廉,1
质量很好的款式也不错看起来高档大气,1
不好 很不好 售后态度一拖再拖非常不满意,0
还没穿期间换了两次货第一次喊换一条经典蓝色结果给换成一条看起来旧的不行的裤子气死了后来又换了一次没穿反正不好看,0
号码偏小是棉的颜色也还可以,0
弹性不错穿着舒服还有防伪码没查相信这个质量,1
谁买谁就知道是烂货,0
我拍的是加厚加绒的给我发的是春秋款不知道是粗心大意还是春秋款搞处理真的无言了,0
质量不错尺码很准穿着很舒服,1
裤子质量没的说老公喜欢的不得了还想买一条给五颗星,1
质量不错 大小适合 面料也很好,1
裤子收到了质量很好穿着也舒服有弹性以后还会再光顾的,1
那是什么垃圾裤子尺码差那么多裤子30码的给我12岁儿子差不多刚好一颗星是给物流的裤子也丢垃圾桶了不退了麻烦,0
质量不错实货跟图片也没什么差别尺码刚刚好好喜欢这裤子,1
质量不错版型好看穿上很舒服,1
质量很好做工扎实大小合适颜色跟图片描述一样没有色差很满意款式很喜欢穿上很好看服务热情发货快不错不错,1
不怎么样穿起来一般般,0
太大了像穿裙子一样差,0
质量太差了穿不到两天就开线了,0
售后不行售后不行不行,0
店家的服务挺不错物品也不错总之就是不错了哈哈很暖和,1
很不错啊 一分钱一分货 这个价钱买到这样的裤子还是很划算的 喜欢样式和版型 下次还会再来的,1
裤子蛮好的比奥特莱斯买的宰人货强多了,1
一直都相信花花公子的质量值得购买,1
第二次买的质量不好太溥了不像上面描述那样觉得有点失望,0
衣服很好看 干干净净 很舒服穿着,1
刚打看一看就破个洞大家别去这家最失望的一次购物,0
对商品谈不上满意但是你们店的信誉极度不满意买了件衣服取消了订单要求退款结果退款过程进行一半就不进行了真是因小失大啊,0
我买错号退回去重换直接就给我个别的颜色我让他们给我运费我重新换就不理我了,0
感觉不是正品像旧货市场的,0
衣服不错大小合适穿着舒适好评,1
货到很快这个裤子很值真心的物美价廉甚至可以说超值面料也很好准备再买一条追求经济实惠和时尚的淘友果断拍吧,1
真是好东东质量很好 不错卖家发货挺快的,1
差评换个货不催不确认 一催了就马上确认重新发货 你说能不差评,0
后裤袋加绒会把钱包滑出来,0
太差了物流好慢,0
价格实惠穿着挺舒服的感觉质量还不错,1
说实话这裤子做工还有材料都很差劲首先做工有一些零碎小线头没剪干净然后就看到后面口袋那里有一个破洞翻开一看里面有一大堆线头再说说材料布料摸上去是发硬的感觉并不是那种柔软带弹力的手感穿在身上不是太舒服,0
超满意质量真不错男朋友很喜欢,1
宝贝收到包装完好质量挺好得是正品没有异味 东西也喜欢,1
颜色和看到的相差很大不是很喜欢,0
颜色和图片上的不一样码数有点编大质量还过的去,0
一直想给老爸买条大气好看又舒适的裤子抱着好奇的心态买了这条休闲裤果然没让我失望衬托出我爸的大长腿hiahiahia老爸穿上它到处串门显摆可神气了大家也都说好看良心好评,1
给男朋友买的质量不错用这个钱买太划算了去实体店得一百多呢给好评希望店家生意兴隆快递服务也不错哦,1
大小合适颜色也很正可以可以,1
退款退了两件就退了一件的钱 催来催去也是这样 纯属浪费时间 半个小时复一次 态度,0
快递给力客服态度也是极好的收到裤子也是惊喜啊质量很好正好上班可以穿,1
宝贝己经收到质量杠杠的去年己经买过这次复购2条是绝对正品下次购买还会选择这家,1
衣服没想象中的好客服态度还很强硬很伤的一次购物,0
收到后很惊喜没想到这个价位能买到这么好质量的宝贝儿子也很满意就是有两条定小了一码以后还回光顾必须给5分    不知道有没有年轻人穿的休闲裤,1
修身个卵速度又慢,0
整体来说衣服不是很好 领口有点紧 穿这不舒服,0
一般吧号有点大,0
还不错跟实体店买的差不多 价格优惠了不少,1
一次买三件质地还行有点薄,1
衣服质量不错老公穿了大赞物流快服务好好评,1
裤子很簿很垃圾本来想退弃麻烦差评不值这个价,0
裤子很好质量没的说客服推荐的码正好也与图片相符合非常愉快的一次购物还会再次光临的,1
十足的地难货还好大,0
特别有型正好这几天穿不错不错质量挺好的是一次成功的网购啊,1
太忽悠人了质量太太太差朋友们别买了,0
裤子不错买回来就试穿了一下穿上刚刚好很有弹性,1
面料很好款式时尚 穿上很舒服,1
裤子质量非常好穿着也特别舒服老婆说裤子没买错真的特别喜欢下次还会光顾的,1
这条裤子穿着很舒服外形也很好看客服的服务态度也不错总的来说是一次难得的购物体验,1
衣服送回来褶皱很多我用清水泡了一下晾干还那样联系客服客服同志也是据理力争为客服同志这种维护本单位利益的行为点赞对我来说如果不是特别看不过去的事我是不会找客服的甚至很少在京东上评价但这次确实是差了点让人不满意不过因为工作忙没精力这次就算了不计较了,0
衣服太少了买来没法穿呀偷工减料的产品怎么行呢,0
没话了 穿了几次几乎烂了 最糟糕的一次网购,0
这是国外的L号 **超级大 比中国xxl还大 后悔,0
商品很好颜色也不错质量不错对商品很满意,1
第二次买了这次买了不加绒的大小合适颜色也很正穿着很舒服大品牌值得信赖,1
这扣子这做工堪比地摊货还有差评里面竟然都是好评好诡异我都怀疑是不是刷的,0
裤子版型非常好我也喜欢快递服务好裤子是正版的,1
粘毛严重愁死了,0
价格不算贵质量还行这个价位的质量还差不多还没有洗过等洗过了看退不退色到时候再来评价,1
裤子不错大小款式正合适配上买来的鞋子与上衣都很棒,1
收到货了快递很快很不错哦,1
宝贝收到了质量特别好很满意下次还买,1
三件不一样长 都是M码 还不一样 不一样给差评 就是尺寸不规则,0
发货快品质好做工细致穿上好看 就是快递不给我送来 还要我自己拿,0
裤子真的很不错质量很好以后买衣服就你家了只有买过才知道一分钱一分货还有感谢耐心的客服,1
裤子好好质量好不起皱穿着舒服性价比高值得拥有,1
买的商品跟路边摊的差不多,0
宝贝收到了物流很快替同学买的裤子质量很好穿着挺合适的有弹性不是那种硬邦邦的他喜欢就是挺长的可能是他腿太短了,1
垃圾买到手才知道裤腿那么瘦根本就是女的穿的,0
样式不错穿上很舒服大小合适这个价格买到很划算~~,1
裤子很不错穿上很舒服有弹性而且颜色很正跟图片一样没有差别果断五星好评ω,1
质量不错大小合适面料舒适,1
感觉这件衣服价格有点高啊各方面看质量不怎么样衣服里面料和衣服口袋处针线来回缝这次网购不尽我意呀第一次网购算是很失败啊希望还有好东西或许以后还会再来,0
这条裤子的标签怎么那么旧,1
衣服收到质量不错穿上正好很舒服,1
发货速度快质量不错物有所值吧,1
质量不错卖家推荐的尺码也合适,1
非常无语的一次购物省内的物流七八天货到付款的裤子还不知道是谁给签收的这个社会太乱来了,0
很满意这次购物裤子很舒服快递也很好客服很耐心建议喜欢的亲可以入手哦,1
货已收到质量不错也很便宜穿着很合适颜色也很漂亮很喜欢卖家服务也很好,1
第二次买了和第一次质量有差异,1
收到裤子有点小惊喜包装完好裤型漂亮穿上显的身材很好布料也舒服打算再入手一条,1
严重掉色假货无良商家不得好死,0
裤腿太细穿不上,0
商家和快递小哥服务都很好衣服也和图片款式一样,1
物流很给力 包装精美 款式时尚 做工精细 尺码标准 很满意的一次购物,1
龟速伤心质量C级末有下次,0
货已收到卖家服务态度非常好宝贝的质量也没的说穿着很舒服和卖家描述的一样非常满意,1
面料很舒服质量也还不错大小刚刚好发货物流也快,1
轻薄透气舒服就是好像有点大码,1
牛仔裤质量不错尺码合适穿着很合身面料和款式都是我喜欢的赞一个,1
非常好baleno完美 下次继续,1
衣服的质量很好一直想要买一条这样的裤子终于找到了开心了ヽ○大家可以放心购买了客服物流态度都很好,1
衣服质量不错款式也挺好面料摸着挺舒服尺码标准穿上大小合适,1
面料很好颜色纯正大小合适穿着也很舒服很不错的一次购物体验,1
战斗力低于0的渣渣图片是休闲西装裤楞是给我发了休闲裤还是紧身的我留你何用直接进垃圾桶,0
收到了质量不错穿着挺合适的,1
在JD第一次买到这种货穿着好不舒服很扎身 总感觉有刺扎一样,0
不好,0
面料蛮不错的颜色很正,0
不行质量太差了线头超级多,0
不是正品不是正品不是正品别买,0
质量差而且掉色很厉害,0
物超所值质量不错态度很好,1
太差穿一次穿皮带那扣就线崩了,0
衣服一般跟图片不一样,0
穿着合身很漂亮 料子不错穿在身上很舒服,1
大小合适跟图片一样做工很好质量不错和描述相符卖家服务态度不错发货速度快包装仔细很满意,1
质量特别好挺厚实的不掉色不起球这是买的第二条啦身高一米八体重二百一十斤穿最大码特别合适,1
东西不错质量好就是有点儿大了下次买小一码的,1
垃圾垃圾超级垃圾还不如地摊货掉色掉色掉色超严重,0
性价比很高这样的价能买到这质量非常不错,1
裤子到了之后立马就穿上了大小非常合身穿上感觉不错厚度可以冬天穿一点都不冷太棒了好评好评也要推荐朋友也来买不错的店家,1
适合一天穿 一天熨烫,0
物有所值挺喜欢的不错的一次购物,1
太差码数完全对不上,0
衣服很好哦穿上很酷物流也很快超级喜欢一次很满意的购物喜欢的亲可以下单了哦还在犹豫什么呢好评,1
很少在京东买穿的不过这次买没有让我失望快递特别给力发货也很快裤子的材质也很好买了客服推荐的码数穿着很舒服合适会回头,1
今天收到货了裤子很棒料子不错摸起来就跟结实针线细密客服态度也很好下次还在这买,1
快递不靠谱也就不提了 订单是花花公子 发来的是南极人 两天又降价30块 鄙视,0
差 差 差 特差钱付了 没收到货 也不退款 名位亲们千万别在这家买,0
裤子很好看很合身咨询时店主也很热心很不错的一次购物五星,1
裤子买回来看着还可以快递也挺速度的好评,1
非常差非常薄质量也不好穿了2次后就没法再穿了,0
这家服务很差啊把衣服的码数发错了还不接受批评我发回给他们的运费到现在都十多二十天了还不返回还强调财务已经放假我又不是今天才给你寄去你们这样做只会砸自己的脚,0
垃圾货一洗水严重变形,0
买回来颜色不同质量太差感觉很坑,0
不好年前买的年后才到还不搭理人,0
服务非常差服务特差,0
很明显没有在线下买的的质量好洗过一次后就像穿过很久的衣服这次的购物对质量很不满意衣服的尺码还偏大比我买的XL还要大L码最少是180的尺码,0
衣服质量不咋地黑色还掉色已扔垃圾桶,0
布料太硬'''感觉是假货''没有下次了,0
真受不了严重脱色真他吗的,0
衣服感觉不错但是小了商家推荐的不行,0
包装好 牛仔裤颜色好看版型很喜欢穿着合适很舒适 服务好,1
只有吊牌写着南极人裤子上面没有标示而且码数偏大28的相当于正品29的码那么大很失望的一次购物裤子扣眼被剪开了也不知道是商家细心帮忙剪开的还是别人试过或者退换的,0
好好的选择相信你会发现你的选择正确,1
店家的服务态度特别好在寒冷的冬天送上了女朋友一般的温暖特别温暖真的我觉得穿上它整个人都自信起来了妈妈我今年一定会脱单的,1
服务特别差简直无语啦,0
物流速度还算满意毕竟距离蛮远的这个价格来讲还是满意的,1
包装好快递快有些松大质量一般,1
大小还行色调与店铺展示的图片相差不大还可以吧,1
很喜欢买给男朋友的正合适质量也很好不掉色~哈哈,1
修身=裆浅 腰低 脑残设计冬天的衣服腰这么低裆这么浅太失败了,0
哎 都无语啦 不知道用什么词来形容这次不爽的购物啦 一个多星期才发货 而且中间还催过两次 半月啦 在此期间没有接到任何延后发货的通知老板真不怎么看到衣服也没有心情穿买衣服时看到差评不太好也没有在意 这次是受教啦 花钱买教训 这是唯一比较值得的地方,0
质量太次了掉色而且颜色像是贴上去的亏大了也就值30,0
物流太慢差评,0
不满意刚买几天就降价衣服掉色洗了两次看着颜色变了,0
宝贝收到了很不错质量杠杠的重点是裤型很好看下次还会光顾的,1
质量方面极差难道出货前连检查都没有吗第一次可原谅第二次也是这样子就没的说了浪费时间愚弄消费者,0
明明买的是米白色然后他发过来的是土其色色差好大啊,0
裤子很好看有弹性大小合适现在这个季节穿起来正好很舒服颜色也很好看,1
比我想象中的要好以为便宜买不到好裤子结果非常满意,1
我让你寄的是申通快递你寄的是顺丰快递你说你会给我解释 可到现在都收货了 你的解释呢 真差劲,0
我是第二次购物了质量没的说,1
裤裤面料 做工都很不错 裤型也很漂亮 很满意,1
布料确定能卖这个价,0
快递几个星期送到的,0
和图片太不一样了,0
京京也乱标价格我早一天就139后一天就109真的气人而且裤子有伤痕迹象,0
差评和他们店里*的棉服一模一样,0
洗后变长不行不行,0
很不错自己也很喜欢下次还会光临,1
售后真的是垃圾买了二件尺码不准换小一号的发过去二件发回来只有一件多次跟售后说明情况一个月也没发过来不要了做为京东钻石用户第一次差评,0
还行吧颜色没有错只不过不知道是真假而已真假大家看图就可以揭晓啦最差的就是快递员服务态度也太差了吧还搞得包装袋很很脏像垃圾堆拿出来一样希望贵店能跟快递方面反映下,1
裤子买大了客服态度很好换货的速度很快,1
简直从头到尾的垃圾从客服到物流真是让人不得不吐槽买两条裤子买了半个月还特么的发错货发错了寄回去换又发错并且这客服估计是翔吃多了脑子都锈了还在那装疯买傻不处理问题,0
宝贝收到了裤子摸起来很舒服质量很好版型很漂亮卖家推荐的尺码很准服务态度好很满意下次再来光顾,1
我只能说太坑了物流慢不说我想问店主你是不是色盲黑色和蓝色分不清么最无语的网购,0
收到后觉得没有色差质量也还好挺满意的给全评,1
穿上很舒服 大小合适 面料不错小合适,1
退货退货没办法这衣服太皱了,0
裤子很不错很修身收到的时候没有褶皱也没有色差这点还是很满意的好评,1
还是可以的 但是发错货 很恼火,0
不知道我胖还是真心尺码太小180都没我其他衣服175大,1
看到裤子更图片的不一样,0
没有想象的好看来还是一分价钱一分货呀,0
非常多小碎毛穿了一次起球球,0
太差了发货发错了质量也差,0
弹性很大 随便拉扯都没问题卖家服务态度很好 而且裤子质量真的确实不错,1
裤子很舒服值得入手店家还送了小礼物很贴心,1
裤子一般但老板没诚信说好的买两条送皮带结果收到货时就两条裤子和客服沟通却一直忽悠最后竟然可以发个假物流单号无语这样做生意作死,0
裤子穿着很合身很帅气喔喜欢,1
再也不会买了,0
满分裤子很合身店家推荐的尺码很好,1
怎么不可以给星星老板没有开发票明明写了要发票老板漏税,0
不错布料很好穿上去很舒服还要再卖一件,1
裤子很暖和质量不错物流很快,1
看着图片还行 游回来的裤子还不止**,0
裤子手感不错现在穿很合适活动也不错,1
性价比很高 物美价廉 男票很喜欢 说穿上很舒服 很容易搭衣服 他以后网上买衣服会多光顾这家店的,1
裤子刚到就洗了没有之前买裤子那种褪色摸起来感觉质量也可以这个价格确实不错下次继续来买必须好评,1
衣服比正常尺寸偏大起码一个码穿不了退换货太麻烦烂箱底的命,0
看看建国饭店色图UI哦哦看那八嘎国际卡克拉拉李娜娜,1
这裤子非常好性价比之类的都特别好穿着非常的非常的舒服货比三家绝对是物超所值下次还会来这家购买对这次购物非常满意,1
差一点点薄还透风,0
东西不行啊不很好偏小没弹性 大家不可以去买,0
买大了一个号不过还行领口穿两天也不会脏两三天洗一次也可以外出出汗就得一天洗一次咯,1
亲衣服收到了挺不错的比我想想的好适合现在的季节可以穿两个月左右挺开心的重要的裤子质量也不错大家喜欢放心购物,1
啥都不说了看图 第一次穿 同事提醒裤子破了赶紧回家换 到家就破成这样 从前到后 这是放了多少年的裤子又卖的,0
东西很不错质量挺好的穿着挺舒服很好的一次购物赞一个,1
什么裤子啊不好一百个不好,0
这裤子质量真心不错值得大家购买赞一个,1
衣服收到了 质量很好 挺厚的 不过透气应该不会起球吧 先好评五分 穿过再来评价,1
大家不用买了什么破衣服一点也不好,0
裤子质量好没有色差尺码也标准做工很棒    只是从广州到东莞用时稍微久了点,1
裤子挺好的男朋友试了一下觉得特别满意裤子挺修身的特别修身显得人挺高的第二次购买相当脑子实惠这个价格能买到这么好的裤子十分开心,1
裤子质量不错穿'着也挺舒服这个价格物有所值,1
衣服太差值不起这个价就向地滩上卖的一样想退货又太麻烦只好送人,0
我的购买消息里写了要发票没给联系售后搪塞不清后来我说要退货忙说1月中旬吧发票发过来现在都2月了抱歉只能差评,0
快递给力宝贝基本没色差面料很舒服码号也很准大爱,1
货不一样线头也很多京东也越来越多垃圾货了,0
这个裤子不是一般的差是相当的差穿一次起球相当严重,0
不好物流太慢一星期了才收到裤子没有介绍的好很次,0
穿到身上感觉很舒适大小也合适挺不错的如果有需要还会再来的,1
上次买了条裤子还不错这次照上次的尺码又买一条颜色不一样而已然而让我很失望尺码虽然和上次一样是33号但是穿上明显小了因为都是33号我新裤子到了直接剪了标签不能退货快递五天才到我就不说了你尺码不对怎么个意思那幺小怎么穿,0
收到货了说一下个人看法给大家做个参考首先款式和我想的差不多跟图片上也一致属于比较年轻的款所以年龄上要有所考虑再者这款裤子的码数偏小一些所以买的时候买大一码呀总得来说还是蛮好的推荐大家购买,1
一点都不满意,0
裤子质量挺不错的 穿着也很舒服 买的挺值的,1
我要的是xxL发过来不一样的一句话就是差,0
买来打开一看质量就不好而且有很重的气味洗了一次衣服就变形了后面比前面变的长很多感觉被坑了,0
衣服买大小了问客服怎么处理客服第一时间告诉流程寄回衣服后客服立即发货物流相当给力比第一次快多了衣服也挺好物流给力我很满意,1
质量很好很合适款式很好看很快就收到了很满意,0
总体不错值得推荐的好产品性价比高,1
快递太慢服务不咋滴,0
班尼路质量好很合身第二次购买好评,1
垃圾裤一穿就皱巴巴的,0
和想象中看到的完全不一样,0
非常不错的裤子和商家说的一样物美价廉客服态度也很好有需要还会再来的,1
感觉还可以洗了后也没有缩水,1
裤子没有色差质量非常好也挺合身的性价比非常高宝贝很棒店家服务态度也超好物流也挺给力,1
衣服质感很不错穿着朋友说挺帅气最重要的宝贝非常实惠出乎意料各种惊喜多谢卖家友善的服务还会再次光顾哈哈,1
裤子不错哦面料很柔软穿上很舒服大小也刚好合适,1
哇这裤子太帅了这裤子就算不拉拉链也能成男神现在我们村的村花都成我的小迷妹了村长天天给我介绍对象我们车间的女老板天天叫我去她办公室谈工作说我表现好要给我升职加薪自从有了这条裤子我抵达了人生巅峰,1
不太理想一般般有点失望,0
裤子质量还是听不错的很喜欢啊,1
太坑人了尺码偏大卖家不给换气死我了差评差评差评,0
我那么细的腿穿这个裤子还紧的要命再说这个裤子颜色不服,0
什么鬼东西质量差东西又发错垃圾,0
差价不补物流慢得没的说最垃圾的一次购物垃圾垃圾,0
短裤收到了质量真的很好布料摸起来也非常舒服好评,0
质量好价格便宜上身效果修长希望商家多做活动让民众得到实惠,1
裤子很好看穿起来也比较修身跟牛仔裤是不同的风格满意的一次购物之旅,1
给爸爸买的裤子物流很快收到裤子后立马拿上看了半天质量也很好没有线头手感也不错,1
这个颜色很不好 还粘毛毛 难看,0
衣服很好看质量也好版型不错总而言之这次购物很满意值得购买,1
质量不错做工精致款式简单大方时尚服务细心耐心物流给力祝生意兴隆,1
宝贝收到了实物很不错质量做工都挺好的面料很舒服大小也正合适性价比不错老板服务也很贴心满意的购物,1
实惠穿上很合适老婆说挺好看的,1
穿上很舒服 大小合适 面料不错,1
差差差裤子全都起毛的,0
裤子大小不标准,0
料子差做工勉强版型恶心像束身衣粘身易出汗洗完清水清个10遍水都是和染缸里一样花花公子受教了,0
款式各方面的都很不错穿起来挺好看的呢布料很有质感物流神速啊,1
质量不好 对不起这价格,0
第二件了衣服的做工和质量很好稍微有点薄了,1
还不错给老爹买的他说穿的可以,1
不错噢裤子质量棒棒哒值得购买给别人买的下次还来光顾,1
裤子很合适质量也很好钱没白花这个价格值了这是物有所值,1
东西不错值得购买澳一次性就买了五件和同事一起买的,1
不好买了两件 一件黑一件军绿色都是M号结果黑色的大了好多我申请退货 结果退回来还是那样京东是忽悠人的买了他们的东西 如果你想退那是不可能的最好别再京东买,0
宝贝的质量不错哦衣服的面料很好穿上挺舒服效果也不错做工很精细满意,1
这条裤子非常好 除了好字我难以用其他词语来形容,1
裤子不错买给我哥的穿得挺帅气的这价钱还算可以质量也不错下次再买别的款式,1
质量非常好 穿起来特舒服 京东服务也特别好,1
裤子太长真心不好,0
买给老公的应该是大小合适老公出差了回来以后穿上在拍图片吧质量很好颜色也很正有喜欢的可以放心购买了质量真的没的说必须赞赞赞,1
颜色不错比想象中的好看布料摸着也舒服挺值的一条裤子没入手的赶紧入手把特别棒哦,1
快递太慢有点肥,0
宝贝收到了买给老公的看了又看跟店家描述的一致什么都好就是觉得店家在价格有点坑人才下单两三天就又降价了以后会小心下手了还有店家的服务联系店家发货分开发一下颜色都不肯有小小失望,1
质量不错 大小正合适 发货很快 物流很给力,1
汗双十一坑 爹买三送一有两件是次品大家不要买了我要投诉,0
布料什么都能粘上褶子特别多垃圾,0
购买29的裤子小了换30回来一个样只能说悲哀啊,0
图案看着好看 实际裤子很垃圾,0
经典的弹力牛仔库爆款肯定有他的理由价位合适穿的很舒服,1
穿起来给我的感觉就是：不是棉的应该不是正品班尼路,0
很糟糕尺寸也不对太小,0
裤子收到了质量很好没有色差穿上大小合适面料不错穿着也舒服,1
这种裤子比较有弹性也比较保暖非常适合春季穿而且搭配各种上衣都可以对于这次的购物比较满意也比较实惠希望大家能多多照顾店家,1
裤子收到了看着还不错 面料也挺好的下次还来这家买五星好评,1
垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾,0
试了一下感觉不错检视了下很好值得购买明天洗一下看看色牢度如何,1
衣服很漂亮质量不错上身效果也好值得购买,1
从来没遇到这么慢的快递,0
发货太慢裤子太能粘灰了好歹把布料做下静电处理南极人的品质就是这样次,0
裤子的质量很不错一起买了五条朋友们也都觉得不错还会回购的,1
原来总穿这牌子的衣服现在街面上好像没看到有班尼路电子了不过衣服质量还是一如既往的好,1
不错 买大了但是质量很好 手感也很棒,1
货物差快递更差,0
超薄舒适就是才洗一次就有点掉色了,1
东西送到 没用我点确认收获 自动提交了 京东是什么玩意 裤子夏天穿可以,0
物流服务太差买的东西到两天了都没人联系我,0
售后服务差买前跟买后的态度都不一样 以后都不会再买了,0
说白了就是破烂,0
质量很差特别是里面所谓加绒更象—张草纸在路边*买的都比这好,0
材料感觉不好不会再买了,0
商品质量一般 店大欺客 裤子买小了说给换了结果第二次邮过来和第一次的一样大 再也不在这家买东西了,0
第一次在京东买手机物流快价格实惠店家服务很好以后就在这家店了,1
挂个牌子小标签是花花公子实物却不知道是什么鬼东西差差差,0
衣衣收到了质量做工都很棒面料很不错适合秋季穿时尚潮流又个性十足喜欢的亲们放心购买,1
我买的宝蓝的你给我发个蓝黑的裤子还不相信人非得让拍照片发消息也不回了什么意思,0
衣服还可以但是尺码偏大挺多的平时xl刚刚好 这个l还有点长,1
超级给力无限魅力货到神速,1
质量很好做工细致穿着很舒适很合适无色差无异味款式大气和店家描述一致发货速度很快好评,1
裤子不错就是长了一点改了一下穿着舒服很好,1
颜色很正质量很好面料很舒服夏天也不会觉得很热洗了也不掉色,1
穿起来很舒服已经买了三件了非常棒,1
当天穿出去的效果呵呵还好我走后面发现了无语,0
地摊货都不如裤子长了不说 布料左腿边侧歪的穿上去整个人都不协调了当抹布用了,0
宝贝挺喜欢物流挺快店家服务态度很好以后还会再来,1
质量差不建议购买,0
衣服太薄了穿上跟没穿差不多露两点算啦买就买啦也不退了,0
衣服很不错的穿的很舒服准备再入手几件,1
衣服质量不错很透气做工也不错起码比其他店里的要好多了穿着也很舒服,1
说实话对裤子本身我还是满意的唯一不足的是我感觉它厚度也就是适中款没有自己在实体店试的薄不过价格实惠没商量性价比高再有就是虽然我对牌子不是很在意我看中牌子主要就是选择质量与舒适度但是有点儿小郁闷的是,1
老公很喜欢这裤子本来打算给爸爸再买一条的结果涨价了裤子的价格也不贵质量挺好的好评五星,1
不怎么样有点后悔买了,0
非常不满意实在太差了蓝色都掉,0
差差差用了几次扔掉了,0
宝贝质量不错款式时尚做工精细面料不错大小合适号码很标准老公穿在身上很合身实物和图片描述的一样很愉快的一次购物,1
今天收到货了看了看感觉质量应该还不错谢谢卖家,1
什么东西跟雨衣一样这个价太亏了简直就是忽悠人,0
款式很好看收到以后质量确实很好穿上显腿长还直本来胖胖的穿上显腿型好朋友很喜欢质量好说以后裤都穿他家的啦,1
裤子很合身质量很好非常喜欢这款裤子,1
布料极差肯定不是品牌货值*吧,0
裤子不错大小合适穿上很舒服,1
什么烂布料 垃圾东西 穿一天 各种线开裂 在京东 买的最垃圾的背心 比地摊货还不如,0
太薄了与图片不符价格太贵,0
很好 很喜欢 用过最好的 最完美的    大家快来买啊,1
